Region,Project_Number,Report_Title,Link,Filename (MACOSX),Search_Notes,Filename,Processing_Notes,Auto_Summary,Notes
Jamaica,AID-532-TO-15-00003,Final Performance Report (2018),https://pdf.usaid.gov/pdf_docs/PA00TP12.pdf,PA00TP12.pdf,,PA00TP12.pdf,,,
Jamaica,AID-532-TO-15-00003,Newsletter (May 2017),https://issuu.com/usaidcarcep/docs/usaid_carcep_newsletter_s-r_,,In PPT format,,,,
Jamaica,AID-532-TO-15-00003,Energy Benchmarking Tool for Hotels,https://greenglobe.com/caribbean-2/usaid-benchmarking-tool-for-caribbean/,USAID CARCEP Benchmarking Tool for Caribbean | Green Globe.pdf,,USAID CARCEP Benchmarking Tool for Caribbean | Green Globe.pdf,"Not found in Archive2;
text is not extractable, no pdf available",,
Jamaica,AID-532-TO-15-00003,Presentation on CARCEP,https://www.icao.int/environmental-protection/Documents/7_2_Renewable%20Energy%20in%20the%20Caribbean%20Current%20Initiatives%20and%20Possible%20Synergies.pdf,7_2_Renewable Energy in the Caribbean Current Initiatives and Possible Synergies.pdf,,7_2_Renewable Energy in the Caribbean Current Initiatives and Possible Synergies.pdf,,,
Jamaica,AID-532-TO-15-00003,CARCEP Energy Efficiency Workshops (US Embassy in Barbados),https://bb.usembassy.gov/usaid-clean-energy-program-help-hospitality-sector/,USAID Clean Energy Program to Help Hospitality Sector.txt,,USAID Clean Energy Program to Help Hospitality Sector.txt,,,
Jamaica,AID-532-TO-15-00003,Project Launch,https://www.thecaribbeanradio.com/new-partnership-to-bolster-energy-efficiency-in-caribbean-hotel-sector/,NEW PARTNERSHIP TO BOLSTER ENERGY EFFICIENCY IN CARIBBEAN HOTEL SECTOR.txt,,NEW PARTNERSHIP TO BOLSTER ENERGY EFFICIENCY IN CARIBBEAN HOTEL SECTOR.txt,,,
Jamaica,AID-532-TO-15-00003,Solar Equipment and training for Jamaican school,http://www.greenantilles.com/usaid-provides-solar-equipment-training-jamaican-school/,USAID provides solar equipment and training for Jamaican school.txt,,USAID provides solar equipment and training for Jamaican school.txt,,,
Jamaica,AID-OAA-TO-14-00044,Factsheet,https://www.climatelinks.org/sites/default/files/2020_USAID_ATLAS-Project_Two-Pager.pdf,2020_USAID_ATLAS-Project_Two-Pager.pdf,,2020_USAID_ATLAS-Project_Two-Pager.pdf,,,
Jamaica,AID-OAA-TO-14-00044,Final Report,https://www.climatelinks.org/resources/final-report-five-years-progress-climate-resilient-development-adaptation-thought,2020_USAID_ATLAS_Five-Years-Progress-on-Climate-Resilient-Development.pdf,,2020_USAID_ATLAS_Five-Years-Progress-on-Climate-Resilient-Development.pdf,,,
Jamaica,AID-OAA-TO-14-00044,Lessons Learned from Jamaica's Climate Change Portfolio,https://www.climatelinks.org/file/5481/download?token=PyeJbRZn,2019_USAID_Chemonics_Jamaica Lessons Learned Report.pdf,,2019_USAID_Chemonics_Jamaica Lessons Learned Report.pdf,,,
Jamaica,AID-OAA-TO-14-00044,Climate Vulnerability Assessment of Jamaica's Transportation Sector,https://www.researchgate.net/publication/325763209_Climate_Vulnerability_Assessment_of_Jamaica's_Transport_Sector,180328_VulnerabilityAssessmentofJamaicaTransportSector_final.pdf,,180328_VulnerabilityAssessmentofJamaicaTransportSector_final.pdf,,,
Jamaica,AID-OAA-TO-14-00044,USAID Jamaica Programs Have Lessons for the World,https://www.climatelinks.org/blog/usaid-s-jamaica-programs-have-lessons-world,USAID’s Jamaica Programs Have Lessons for the World.txt,,USAIDs Jamaica Programs Have Lessons for the World.txt,,,
Latin America and Caribbean Region,7200AA18LE00001,Factsheet,https://rmportal.net/biodiversityconservation-gateway/projects/current-global-projects/targeting-natural-resource-corruption-tnrc/tnrc-resources/targeting-natural-resource-corruption-project-overview/view,TNRC-Two-Pager-Updated-2020.pdf,,TNRC-Two-Pager-Updated-2020.pdf,,,
Latin America and Caribbean Region,7200AA18LE00001,Annual Report (2019),https://pdf.usaid.gov/pdf_docs/PA00W72D.pdf,PA00W72D.pdf,,PA00W72D.pdf,,,
Latin America and Caribbean Region,7200AA18LE00001,A Political Ecology Lens for Addressing Corruption in Conservation and Natural Resource Management,https://www.worldwildlife.org/pages/tnrc-introductory-overview-a-political-ecology-lens-for-addressing-corruption-in-conservation-and-natural-resource-management,Introductory-Overview-A-Political-Ecology-Lens-for-Addressing-Corruption-in-Conservation-and-Natural-Resource-Management.pdf,,Introductory-Overview-A-Political-Ecology-Lens-for-Addressing-Corruption-in-Conservation-and-Natural-Resource-Management.pdf,,,
Latin America and Caribbean Region,7200AA18LE00001,Strengthening Rule of Law Approaches to Address Organized Crime:,"https://www.worldwildlife.org/pages/tnrc-partner-resource-usaid-msi-paper,",,3 different papers,,,,
Latin America and Caribbean Region,7200AA18LE00001,Reducing corruption’s impact on natural resources – How does a gender lens help?,https://www.worldwildlife.org/pages/tnrc-introductory-overview-reducing-corruption-s-impact-on-natural-resources-how-does-a-gender-lens-help,Introductory-Overview_Reducing-corruptions-impact-on-natural-resources-how-does-a-gender-lens-help.pdf,,Introductory-Overview_Reducing-corruptions-impact-on-natural-resources-how-does-a-gender-lens-help.pdf,,,
Latin America and Caribbean Region,720ASA18GR00001,Interpol Report on Global Wildlife Enforcement,https://www.interpol.int/content/download/5179/file/WEB_Wildlife%20ProspectusMarch2019.pdf,Interpol Report on Global Wildlife Enforcement.pdf,,Interpol Report on Global Wildlife Enforcement.pdf,,,
Latin America and Caribbean Region,720ASA18GR00001,US State Dept - END Wildlife Trafficking Report (2019),https://www.state.gov/2019-end-wildlife-trafficking-strategic-review/,"Eliminate, Neutralize, and Disrupt Wildlife Trafficking Act of 2016 PL 114-231, Sec. 201.txt",,"Eliminate, Neutralize, and Disrupt Wildlife Trafficking Act of 2016 PL 114-231, Sec. 201.txt",,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,Factsheet (english),https://forest-trends.org//wp-content/uploads/2019/07/comm_flyer_english.pdf,comm_flyer_english.pdf,,comm_flyer_english.pdf,,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,Factsheet (spanish),https://www.forest-trends.org/wp-content/uploads/2017/04/comm_flyer_spanish.pdf,comm_flyer_spanish.pdf,,comm_flyer_spanish.pdf,,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,Midterm Evaluation (2016),https://pdf.usaid.gov/pdf_docs/PA00MT1N.pdf,PA00MT1N.pdf,,PA00MT1N.pdf,,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,Indigenous Territorial Governance in Latin America,https://www.forest-trends.org/publications/governanca-territorial-indigena-na-america-latina/,Livro-23alt_16larg-30-PORT1.pdf,,Livro-23alt_16larg-30-PORT1.pdf,,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,Highlighting the Indigenous Economy Initiative (USAID),https://www.usaid.gov/indigenous-peoples/blog/highlighting-indigenous-economy-initiative,HIGHLIGHTING THE INDIGENOUS ECONOMY INITIATIVE.txt,,HIGHLIGHTING THE INDIGENOUS ECONOMY INITIATIVE.txt,,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,Project Award (Forest Trends),https://www.forest-trends.org/pressroom/press-release-usaid-forest-trends-support-indigenous-communities-reducing-deforestation/,PRESS RELEASE- USAID AND FOREST TRENDS TO SUPPORT INDIGENOUS COMMUNITIES IN REDUCING DEFORESTATION.txt,,PRESS RELEASE- USAID AND FOREST TRENDS TO SUPPORT INDIGENOUS COMMUNITIES IN REDUCING DEFORESTATION.txt,,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,Project Newsletter,https://myemail.constantcontact.com/AIME-Newsletter---New-USAID-Program-on-Accelerating-Inclusion-and-Mitigating-Emissions.html?soid=1114459560416&aid=O9Ii98EhAy0,Project Newsletter.txt,,Project Newsletter.txt,,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,Peru’s Amarakaeri Indigenous People Win Conservation Prize To Ramp Up Sustainable Brazil Nut Harvesting,https://www.ecosystemmarketplace.com/articles/14385/,Peru’s Amarakaeri Indigenous People Win Conservation Prize To Ramp Up Sustainable Brazil Nut Harvesting.txt,,Peru’s Amarakaeri Indigenous People Win Conservation Prize To Ramp Up Sustainable Brazil Nut Harvesting.txt,,,
Latin America and Caribbean Region,AID-OAA-A-13-00079,"Thursday in Lima: Indigenous Life Plans And REDD Finance, Bringing It Together",https://www.ecosystemmarketplace.com/articles/thursday-lima-indigenous-life-plans-redd-finance-bringing-together/,"Thursday in Lima- Indigenous Life Plans And REDD Finance, Bringing It Together.txt",,"Thursday in Lima- Indigenous Life Plans And REDD Finance, Bringing It Together.txt",,,
Latin America and Caribbean Region,AID-OAA-A-15-00065,Midterm Performance Evaluation (2019),https://pdf.usaid.gov/pdf_docs/PA00W56G.pdf,PA00W56G.pdf,,PA00W56G.pdf,,,
Latin America and Caribbean Region,AID-OAA-A-15-00065,Forest Alliance Pushes for Production Progress in Paraguay (Climate Links),https://www.climatelinks.org/blog/forest-alliance-pushes-production-progress-paraguay,Forest Alliance Pushes for Production Progress in Paraguay.txt,,Forest Alliance Pushes for Production Progress in Paraguay.txt,,,
Latin America and Caribbean Region,AID-OAA-A-15-00065,WWF Corporate Partnerships Report (Minerva Foods and Neuland Coop),https://wwflac.awsassets.panda.org/downloads/fy18_local_partnerships_report_paraguay.pdf,fy18_local_partnerships_report_paraguay.pdf,,fy18_local_partnerships_report_paraguay.pdf,,,
Latin America and Caribbean Region,AID-OAA-A-15-00065,Harder Charcoal - Alliance with FCAA,https://www.hardercharcoal.com/pages/about-us,Harder Charcoal - Alliance with FCAA.txt,,Harder Charcoal - Alliance with FCAA.txt,,,
Latin America and Caribbean Region,AID-OAA-M-13-00018,Semi-annual report (2017),https://pdf.usaid.gov/pdf_docs/PA00TK5D.pdf,PA00TK5D.pdf,,PA00TK5D.pdf,,,
Latin America and Caribbean Region,AID-OAA-M-13-00018,Sectoral Guidelines,https://usaidgems.org/sectorGuidelines.htm,,20 factsheets,,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00034,Final Report - Vol. 1,https://pdf.usaid.gov/pdf_docs/PA00M86G.pdf,PA00M86G.pdf,,PA00M86G.pdf,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00034,Final Report - Vol. 2,https://pdf.usaid.gov/pdf_docs/PA00M86H.pdf,PA00M86H.pdf,,PA00M86H.pdf,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00034,Annual Report (2014):,https://www.land-links.org/wp-content/uploads/2017/10/USAID_Land_Tenure_ABC-LA_Quarterly_Report_September_2013_August_2014.pdf,USAID_Land_Tenure_ABC-LA_Quarterly_Report_September_2013_August_2014.pdf,,USAID_Land_Tenure_ABC-LA_Quarterly_Report_September_2013_August_2014.pdf,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00034,Presentation - technical solutions for mercury reduction (coordination with ABC-LA),https://wedocs.unep.org/bitstream/handle/20.500.11822/13051/Lima_Cordy2_compressd.pdf?sequence=1&isAllowed=y,Lima_Cordy2_compressd.pdf,,Lima_Cordy2_compressd.pdf,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00037,Factsheet,https://www.globalwaters.org/sites/default/files/Colombia_Peru-profile-para-agua.pdf,Colombia_Peru-profile-para-agua.pdf,,Colombia_Peru-profile-para-agua.pdf,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00037,Final Report (2017),https://pdf.usaid.gov/pdf_docs/PA00N7NN.pdf,PA00N7NN.pdf,,PA00N7NN.pdf,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00037,USAID Para-Agua project in Peru - Strengthening Communities,https://www.livinginperu.com/usaid-agua-project-in-peru-strengthening-communities-108370/,USAID PARA-Agua Project in Peru- Strengthening communities.txt,,USAID PARA-Agua Project in Peru- Strengthening communities.txt,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00037,USAID Para-Agua project at COP-21,https://www.livinginperu.com/usaid-agua-project-at-cop21-108369/,USAID PARA-Agua Project at COP21.txt,,USAID PARA-Agua Project at COP21.txt,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00037,Project presentation (spanish),http://www.para-agua.net/file/ralcea/15-10-15/Proyecto%20PARA-Agua%20-%20USAID.pdf,,,,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00037,Helping Latin America build resilience in the face of water scarcity,https://medium.com/usaid-global-waters/helping-latin-america-build-resilience-in-the-face-of-water-scarcity-6de17cb1a944,Helping Latin America Build Resilience in the Face of Water Scarcity.txt,,Helping Latin America Build Resilience in the Face of Water Scarcity.txt,,,
Latin America and Caribbean Region,AID-OAA-TO-13-00037,Partnership with Research Applications Laboratory,https://ral.ucar.edu/projects/usaid-para-agua-latin-america,"USAID- PARA-AGUA, LATIN AMERICA.txt",,"USAID- PARA-AGUA, LATIN AMERICA.txt",,,
Latin America and Caribbean Region,AID-OAA-TO-13-00037,Para-Agua and USAID hold course on science communications,http://www.agua-andes.com/articulos/agua-y-usaid-organizaron-curso-taller-comunicacion-ciencia-decisores,"PARA-Agua and USAID organized the Course - Workshop ""COMMUNICATION OF SCIENCE TO DECISIONS"".txt",,PARA-Agua and USAID organized the Course - Workshop _COMMUNICATION OF SCIENCE TO DECISIONS_.txt,,,
Latin America and Caribbean Region,AID-OAA-TO-15-00020,Integration tools and approaches collection,https://rmportal.net/biodiversityconservation-gateway/projects/current-global-projects/bridge/tools-and-approaches,Political Economy Analysis and Thinking and Working Politically.txt,,Political Economy Analysis and Thinking and Working Politically.txt,,,
Latin America and Caribbean Region,AID-OAA-TO-15-00020,Evidence collection,https://rmportal.net/biodiversityconservation-gateway/projects/current-global-projects/bridge/evidence,Evidence collection.txt,,Evidence collection.txt,,,
Latin America and Caribbean Region,AID-OAA-TO-15-00020,Cross-sector linkages collection,https://rmportal.net/biodiversityconservation-gateway/projects/current-global-projects/bridge/cross-sector-linkages,Cross-sector linkages collection.txt,,Cross-sector linkages collection.txt,,,
Latin America and Caribbean Region,AID-OAA-TO-15-00020,BRIDGE News,https://rmportal.net/biodiversityconservation-gateway/projects/current-global-projects/bridge/bridge-news-and-events,,lots of different articles,,,,
Latin America and Caribbean Region,AID-OAA-TO-16-00001,S3IDF Brief,https://s3idf.org/wp-content/uploads/2019/11/CEFF-CCA_Brief_Final.pdf,CEFF-CCA_Brief_Final.pdf,,CEFF-CCA_Brief_Final.pdf,,,
Latin America and Caribbean Region,AID-OAA-TO-16-00001,USAID overview of project,"https://www.usaid.gov/where-we-work/latin-american-and-caribbean/clean-energy-finance-facility-caribbean-and-central,",,Link does not work,,,,
Latin America and Caribbean Region,AID-OAA-TO-16-00001,The Market-Makers “De-Risking” Clean Energy Development in the Caribbean and Central America,https://solarmagazine.com/market-makers-de-risking-clean-energy-development-caribbean-central-america/,The Market-Makers “De-Risking” Clean Energy Development in the Caribbean and Central America.txt,,The Market-Makers De-Risking Clean Energy Development in the Caribbean and Central America.txt,,,
Latin America and Caribbean Region,AID-OAA-TO-16-00001,US State - Caribbean Energy Security Initiative,https://www.state.gov/caribbean-energy-security-initiative-cesi/,Caribbean Energy Security Initiative (CESI).txt,,Caribbean Energy Security Initiative (CESI).txt,,,
Mexico,72052318CA00003,Tropical Forest Analysis (2019),"https://pdf.usaid.gov/pdf_docs/PA00WFP1.pdf,",PA00WFP1.pdf,,PA00WFP1.pdf,,,
Mexico,72052318CA00003,Gender and Inclusive Development Analysis (includes CCMSS),"https://dec.usaid.gov/dec/GetDoc.axd?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=NTYwMTM4&pID=NTYw&attchmnt=True&uSesDM=False&rIdx=Mjg5Nzg3&rCFU,",,link to the DEC,,,,
Mexico,72052318CA00003,Project Launch (first iteration),"https://2012-2017.usaid.gov/mexico/news-information/press-releases/usaid-supports-mexican-forests-and-natural-landscapes-through,",,bad link,,,,
Mexico,72052318CA00004,Project launch,https://www.comunicaffe.com/markets-for-a-sustainable-future-initiative-to-link-responsible-producers-and-markets/,Markets for a Sustainable Future to link responsible producers and markets.txt,,Markets for a Sustainable Future to link responsible producers and markets.txt,,,
Mexico,72052318CA00004,Blending coffee with agroforestry for sustainable landscapes,"https://www.atsource.io/impact/blending-coffee-with-agroforestry-for-sustainable-landscapes.html,",,bad link,,,,
Mexico,72052318CA00004,Mexican coffee - Better for people and nature,https://www.climatelinks.org/blog/mexican-coffee-better-people-and-nature,Mexican Coffee- Better for People and Nature.txt,,Mexican Coffee- Better for People and Nature.txt,,,
Mexico,72EGEE18T00001,Performance Evaliation of the SPA program (FY13-17),https://pdf.usaid.gov/pdf_docs/PA00TCW4.pdf,PA00TCW4.pdf,,PA00TCW4.pdf,,,
Mexico,72EGEE18T00001,SPA Idea Book,https://fr.scribd.com/document/35864484/Peace-Corps-Small-Project-Assistance-Program-USAID-SPA-Idea-Book,,In PPT format and no way to download,,,,
Mexico,72EGEE18T00001,SPA Annual Reports (FY14-16),https://www.governmentattic.org/26docs/PeaceCorpsProgressRptsSPApgm_FY14-FY16.pdf,PeaceCorpsProgressRptsSPApgm_FY14-FY16.pdf,,PeaceCorpsProgressRptsSPApgm_FY14-FY16.pdf,,,
Mexico,72EGEE18T00001,Rainwater Conservation for Community Climate Change Resiliency in Mexico:,https://www.peacecorps.gov/mexico/stories/rainwater-conservation-community-climate-change-resiliency/,Rainwater Conservation for Community Climate Change Resiliency.txt,,Rainwater Conservation for Community Climate Change Resiliency.txt,,,
Mexico,EG.13.1,Nothing on this,,,,,,,
Nicaragua,AID-524-A-10-00002,Final Report (2013):,"https://pdf.usaid.gov/pdf_docs/PA00KZCB.pdf,",PA00KZCB.pdf,,PA00KZCB.pdf,,,
Nicaragua,AID-524-A-10-00002,Sub-grants for water and biodiversity conservation,"https://2012-2017.usaid.gov/news-information/press-releases/usaid-project-signs-sub-grants-water-treatment-and-bio-diversity,",,Link to a lot of press releases,,,,
Peru,4.8.2,Alternative Development in Peru,https://www.usaid.gov/sites/default/files/documents/1862/ad-fs-english-5ago19_1.pdf,,Link doesn't work,,,,
Peru,4.8.2,Alternative Development in Peru,https://www.usaid.gov/peru/our-work/alternative-development,Peru ALTERNATIVE DEVELOPMENT.txt,,Peru ALTERNATIVE DEVELOPMENT.txt,,,
Peru,7200AA18M00013,MI2 Reports and Resources Collection,https://rmportal.net/biodiversityconservation-gateway/projects/current-global-projects/measuring-impact-2/mi2-project-resources,,Way too many reports,,,,
Peru,7200AA18M00013,Involving Coaches in USAID’s Measuring Impact II Project,https://www.ccnetglobal.com/involving-coaches-in-usaids-measuring-impact-ii-project/,Involving Coaches in USAID’s Measuring Impact II Project.txt,,Involving Coaches in USAIDs Measuring Impact II Project.txt,,,
Peru,7200AA18M00013,MI-1 Closeout Event,https://www.wilsoncenter.org/event/usaids-measuring-impact-closeout-event,USAID's Measuring Impact Closeout Event.txt,,USAID's Measuring Impact Closeout Event.txt,,,
Peru,7200AA18M00013,Measuring Impact - Building on Lessons Learned to Improve Biodiversity Conservation,https://www.newsecuritybeat.org/2018/08/measuring-impact-building-lessons-learned-improve-biodiversity-conservation/,,,,Duplicate of above,,
Peru,72052718C00001,Quarterly Report (2Q19),https://pdf.usaid.gov/pdf_docs/PA00TW36.pdf,PA00TW36.pdf,,PA00TW36.pdf,,,
Peru,72052718C00001,Project award,https://aecom.com/press-releases/aecom-awarded-five-year-us23-5-million-usaid-amazon-promotion-best-social-environmental-management-practices-project/,"AECOM awarded five-year, US$23.5 million USAID Amazon Promotion of Best Social and Environmental Management Practices project.txt",,"AECOM awarded five-year, US$23.5 million USAID Amazon Promotion of Best Social and Environmental Management Practices project.txt",,,
Peru,72052718C00002,Quarterly Report (2Q19),https://pdf.usaid.gov/pdf_docs/PA00W4PQ.pdf,PA00W4PQ.pdf,,PA00W4PQ.pdf,,,
Peru,72052718C00002,How might we help advance prosperous forests in Peru?,https://www.climatelinks.org/blog/how-might-we-help-advance-prosperous-forests-peru,How might we help advance prosperous forests in Peru?.txt,,How might we help advance prosperous forests in Peru.txt,,,
Peru,72052718C00002,Project award,https://www.businesswire.com/news/home/20181212005064/en/USAID-Awards-Tetra-Tech-23-Million-Contract,USAID Awards Tetra Tech $23 Million Contract for Sustainable Forest Management.txt,,USAID Awards Tetra Tech $23 Million Contract for Sustainable Forest Management.txt,,,
Peru,72052718C00002,Peru works toward system that enables legal timber verification,https://www.timbertradeportal.com/action/news/item/19/peru-works-toward-system-that-enables-legal-timber-verification/,Peru works toward system that enables legal timber verification.txt,,Peru works toward system that enables legal timber verification.txt,,,
Peru,72052718C00002,Serfor trabaja para acreditar el origen legal de la madera,http://www.elperuano.pe/noticia-serfor-trabaja-para-acreditar-origen-legal-de-madera-96098.aspx,Serfor works to prove the legal origin of the wood.txt,,Serfor works to prove the legal origin of the wood.txt,,,
Peru,72052718C00002,Perú tendrá sistema de información online para acreditar origen legal de la madera,https://gestion.pe/economia/serfor-peru-tendra-sistema-de-informacion-online-para-acreditar-origen-legal-de-la-madera-noticia/,Peru will have an online information system to prove legal origin of the wood.txt,,Peru will have an online information system to prove legal origin of the wood.txt,,,
Peru,72052718C00002,Ucayali promueve herramientas de gestión forestal en la región,http://www.peruagropecuario.com/noticias/31/ucayali-promueve-herramientas-de-gestion-forestal-en-la-region,Ucayali promotes forest management tools in the region.txt,,Ucayali promotes forest management tools in the region.txt,,,
Peru,72052718CA00002,Project brochure,https://www.forest-trends.org/wp-content/uploads/2018/08/NIWS-Eng-DIGITAL.pdf,NIWS-Eng-DIGITAL.pdf,,NIWS-Eng-DIGITAL.pdf,,,
Peru,72052718CA00002,3Q18 Quarterly Report,https://pdf.usaid.gov/pdf_docs/PA00T6DF.pdf,PA00T6DF.pdf,,PA00T6DF.pdf,,,
Peru,72052718CA00002,Leveraging NBS for Water Security and Climate Action,https://wedocs.unep.org/bitstream/handle/20.500.11822/28877/Leveraging_NBS.pdf?sequence=1&isAllowed=y,Leveraging_NBS.pdf,,Leveraging_NBS.pdf,,,
Peru,72052718CA00002,The Infrastructure Upgrade Reimagined,https://medium.com/usaid-global-waters/the-infrastructure-upgrade-reimagined-681b23321e65,"The Infrastructure Upgrade, Reimagined.txt",,"The Infrastructure Upgrade, Reimagined.txt",,,
Peru,72052718CA00002,Project award:,https://rmportal.net/news-events/news-usaid-rmp/usaid-and-forest-trends-sign-15-million-agreement-to-scale-up-green-infrastructure-for-water-security-in-peru,USAID and Forest Trends Sign $15 Million Agreement to Scale Up Green Infrastructure for Water Security in Peru.txt,,USAID and Forest Trends Sign $15 Million Agreement to Scale Up Green Infrastructure for Water Security in Peru.txt,,,
Peru,72052718CA00002,Resources page on website,https://cgspace.cgiar.org/handle/10568/99523,,5 different reports,,,,
Peru,72052718CA00002,"USAID and NASA Harness Science, Technology for Amazon Sustainability",https://www.nasa.gov/centers/marshall/home/usaid-and-nasa-harness-science-technology-for-amazon-sustainability.html,"USAID and NASA Harness Science, Technology for Amazon Sustainability.txt",,"USAID and NASA Harness Science, Technology for Amazon Sustainability.txt",,,
Peru,72052718CA00002,NASA y USAID realizaran taller para atender las amenazas que afronta la amazonia,http://www.acca.org.pe/nasa-y-usaid-realizaran-taller-para-atender-las-amenazas-que-afronta-la-amazonia/,NASA AND USAID WILL HOLD WORKSHOP TO ADDRESS THE THREATS FACING THE AMAZON.txt,,NASA AND USAID WILL HOLD WORKSHOP TO ADDRESS THE THREATS FACING THE AMAZON.txt,,,
Peru,72052718CA00002,Protecting Amazonia Forests by Mapping Forest Degradation Using Cloud-Penetrating Satellite Imagery,https://www.climatelinks.org/blog/protecting-amazonia-forests-mapping-forest-degradation-using-cloud-penetrating-satellite,Protecting Amazonia Forests by Mapping Forest Degradation Using Cloud-Penetrating Satellite Imagery.txt,,Protecting Amazonia Forests by Mapping Forest Degradation Using Cloud-Penetrating Satellite Imagery.txt,,,
Peru,72052718CA00002,Fortalecerán monitoreo de bosques amazónicos para conocer impacto de la minería ilegal en Madre de Dios,https://www.gob.pe/institucion/minam/noticias/189021-fortaleceran-monitoreo-de-bosques-amazonicos-para-conocer-impacto-de-la-mineria-ilegal-en-madre-de-dios,They will strengthen monitoring of Amazonian forests to know the impact of illegal mining in Madre de Dios.txt,,They will strengthen monitoring of Amazonian forests to know the impact of illegal mining in Madre de Dios.txt,,,
Peru,72052718CA00002,USAID and NASA harnessing technology for development in the Amazonia,https://www.usaid.gov/news-information/news/usaid-and-nasa-harnessing-technology-development-amazonia,USAID AND NASA HARNESSING TECHNOLOGY FOR DEVELOPMENT IN THE AMAZONIA.txt,,USAID AND NASA HARNESSING TECHNOLOGY FOR DEVELOPMENT IN THE AMAZONIA.txt,,,
Peru,72052719CA00001,Resources page on website,https://cgspace.cgiar.org/handle/10568/99523,,5 different reports,,,,
Peru,AID-527-A-00-08-00027,Nothing on the other sheet,,,nothing found,,,,
Peru,AID-527-A-14-00003,Annual Work Plan 2016 (spanish),https://wwf.panda.org/knowledge_hub/where_we_work/amazon/vision_amazon/models/responsible_forestry_amazon/,In focus- CEDEFOR.txt,,In focus- CEDEFOR.txt,,,
Peru,AID-527-A-14-00003,AIDER Event (spanish),https://2012-2017.usaid.gov/sites/default/files/AIDER_EVENT_Spanish.pdf,"PROTECTING THE AMAZON FORESTS IN UCAYALI, PERU.txt",,"PROTECTING THE AMAZON FORESTS IN UCAYALI, PERU.txt",,,
Peru,AID-527-A-14-00003,Proyecto de Manejo Comunitario de Bosques contará con financiamiento de Usaid,http://www.inforegion.pe/191854/proyecto-de-manejo-comunitario-de-bosques-contara-con-financiamiento-de-usaid/,Community Forest Management Project will have financing from USAID.txt,,Community Forest Management Project will have financing from USAID.txt,,,
Peru,AID-527-A-14-00003,Gobernanza e Interculturalidad se fortalecen con el Proyecto Capital Social para el manejo forestal,http://aider.com.pe/prensa/Gobernanza-e-Interculturalidad-se-fortalecen-con-el-Proyecto-Capital-Social-para-el-manejo-forestal.html,Governance and Interculturality are strengthened with the Social Capital Project for forest management.txt,,Governance and Interculturality are strengthened with the Social Capital Project for forest management.txt,,,
Peru,AID-527-A-15-00006,Closeout Audit of the Climate Smart Territories Project,https://www.oversight.gov/sites/default/files/oig-reports/1-527-18-024-R.pdf,1-527-18-024-R.pdf,,1-527-18-024-R.pdf,,,
Peru,AID-527-A-15-00006,Peru CST Project attends the Latin American Water and Mining Conference,https://www.catie.ac.cr/climate-smart-territories-peru-proyect/?p=559&lang=en,Peru CST Project attends the Latin American Water and Mining Conference.txt,,Peru CST Project attends the Latin American Water and Mining Conference.txt,,,
Peru,AID-527-A-15-00006,Climate-Smart Territories project description,https://www.globalwaters.org/HowWeWork/Activities/climate-smart-territories-management-approach-design-implementation-monitoring,"Climate-Smart Territories as Management Approach for Design, Implementation, Monitoring and Evaluation of Climate Change Projects in Peru.txt",,"Climate-Smart Territories as Management Approach for Design, Implementation, Monitoring and Evaluation of Climate Change Projects in Peru.txt",,,
Peru,AID-527-A-15-00006,Project agreement and launch,https://www.catie.ac.cr/climate-smart-territories-peru-proyect/?p=556&lang=en,CATIE and SEDAM Huancayo sign agreement to formulate three environmental projects.txt,,CATIE and SEDAM Huancayo sign agreement to formulate three environmental projects.txt,,,
Peru,AID-527-A-16-00001,DEC Reports,https://dec.usaid.gov/dec/search/FusionSearchResults.aspx?q=AID-527-A-16-00001,,7 reports,,,,
Peru,AID-527-A-16-00001,Publications on CINCIA site,https://cincia.wfu.edu/en/category/publications/,,10+ reports,,,,
Peru,AID-527-A-16-00001,New archives,https://cees.wfu.edu/about-the-center/news-archive/,,10+ documents and articles,,,,
Peru,AID-527-A-16-00001,Visual stories,https://www.wfu.edu/stories/2018/wake-forest-in-peru/,,multiple stories,,,,
Peru,AID-527-C-11-00002,Final Evaluation (2016),https://pdf.usaid.gov/pdf_docs/PA00MHCR.pdf,PA00MHCR.pdf,,PA00MHCR.pdf,,,
